Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
23/05/2020,Paderborn,Hoffenheim,1,1,D,1,1,D,,13,18,3,7,14,13,2,8,3,0,0,0
23/05/2020,Wolfsburg,Dortmund,0,2,A,0,1,A,,8,6,1,2,11,10,2,2,4,2,1,0
23/05/2020,Bayern Munich,Ein Frankfurt,5,2,H,2,0,H,,23,11,10,4,10,7,7,2,0,1,0,0
24/05/2020,Schalke 04,Augsburg,0,3,A,0,1,A,,12,9,2,7,14,11,3,2,0,2,0,0
24/05/2020,Mainz,RB Leipzig,0,5,A,0,3,A,,4,21,1,9,13,11,5,4,3,3,0,0
24/05/2020,FC Koln,Fortuna Dusseldorf,2,2,D,0,1,A,,16,10,6,5,19,17,6,2,0,1,0,0
26/05/2020,Dortmund,Bayern Munich,0,1,A,0,1,A,,13,13,5,6,9,15,4,3,2,2,0,0
26/05/2020,Ein Frankfurt,Freiburg,3,3,D,1,1,D,,35,10,16,5,14,9,9,2,4,1,0,0
26/05/2020,Leverkusen,Wolfsburg,1,4,A,0,1,A,,10,14,2,9,10,16,12,6,3,3,0,0
26/05/2020,Werder Bremen,M'gladbach,0,0,D,0,0,D,,12,8,7,4,14,11,8,5,2,1,0,0
27/05/2020,RB Leipzig,Hertha,2,2,D,1,1,D,,11,13,5,4,12,19,4,7,2,3,1,0
27/05/2020,Augsburg,Paderborn,0,0,D,0,0,D,,12,15,3,3,7,14,6,6,1,1,0,0
27/05/2020,Fortuna Dusseldorf,Schalke 04,2,1,H,0,0,D,,13,7,8,2,10,13,7,2,3,2,0,0
27/05/2020,Hoffenheim,FC Koln,3,1,H,1,0,H,,8,15,6,5,12,8,0,10,6,1,1,1
27/05/2020,Union Berlin,Mainz,1,1,D,1,1,D,,9,10,4,2,17,18,6,6,4,2,1,0
29/05/2020,Freiburg,Leverkusen,0,1,A,0,0,D,,9,7,1,1,8,13,6,6,0,2,0,0
30/05/2020,Hertha,Augsburg,2,0,H,1,0,H,,12,8,6,2,19,7,7,8,3,3,0,0
30/05/2020,Mainz,Hoffenheim,0,1,A,0,1,A,,18,13,2,6,18,14,10,7,4,3,0,0
30/05/2020,Schalke 04,Werder Bremen,0,1,A,0,1,A,,12,6,1,2,19,16,4,8,5,3,0,0
30/05/2020,Wolfsburg,Ein Frankfurt,1,2,A,0,1,A,,19,6,4,3,18,16,4,3,4,6,0,1
30/05/2020,Bayern Munich,Fortuna Dusseldorf,5,0,H,3,0,H,,23,7,8,2,9,10,7,2,0,2,0,0
31/05/2020,M'gladbach,Union Berlin,4,1,H,2,0,H,,16,13,10,5,13,9,4,3,3,2,0,0
31/05/2020,Paderborn,Dortmund,1,6,A,0,0,D,,10,16,1,11,4,6,2,8,2,3,0,0
01/06/2020,FC Koln,RB Leipzig,2,4,A,1,2,A,,7,19,5,8,16,7,4,7,2,1,0,0
03/06/2020,Werder Bremen,Ein Frankfurt,0,3,A,0,0,D,,11,12,3,4,14,21,5,6,2,1,0,0
05/06/2020,Freiburg,M'gladbach,1,0,H,0,0,D,,16,18,6,4,14,14,3,10,4,3,0,1
06/06/2020,Ein Frankfurt,Mainz,0,2,A,0,1,A,,10,17,0,5,17,15,7,5,3,3,0,0
06/06/2020,Fortuna Dusseldorf,Hoffenheim,2,2,D,1,1,D,,23,8,4,5,12,15,7,1,4,4,0,1
06/06/2020,Leverkusen,Bayern Munich,2,4,A,1,3,A,,10,16,6,10,14,4,6,4,3,3,0,0
06/06/2020,RB Leipzig,Paderborn,1,1,D,1,0,H,,12,17,5,5,11,14,7,9,2,4,1,0
06/06/2020,Dortmund,Hertha,1,0,H,0,0,D,,12,5,3,2,7,11,6,0,0,2,0,0
07/06/2020,Werder Bremen,Wolfsburg,0,1,A,0,0,D,,14,18,4,3,17,13,5,4,3,3,0,0
07/06/2020,Union Berlin,Schalke 04,1,1,D,1,1,D,,12,5,6,1,19,13,9,4,3,1,0,0
07/06/2020,Augsburg,FC Koln,1,1,D,0,0,D,,18,9,5,2,13,21,9,2,1,3,0,0
12/06/2020,Hoffenheim,RB Leipzig,0,2,A,0,2,A,,22,14,7,7,15,18,9,1,2,2,0,0
13/06/2020,FC Koln,Union Berlin,1,2,A,0,1,A,,10,7,6,5,18,17,4,6,3,0,0,0
13/06/2020,Fortuna Dusseldorf,Dortmund,0,1,A,0,0,D,,6,5,4,3,6,15,6,1,1,3,0,0
13/06/2020,Hertha,Ein Frankfurt,1,4,A,1,0,H,,4,18,3,7,14,7,1,5,2,2,1,0
13/06/2020,Paderborn,Werder Bremen,1,5,A,0,3,A,,20,11,8,8,17,18,11,2,6,3,0,0
13/06/2020,Wolfsburg,Freiburg,2,2,D,2,1,H,,22,10,7,6,17,11,6,5,0,1,0,0
13/06/2020,Bayern Munich,M'gladbach,2,1,H,1,1,D,,11,9,6,2,13,10,3,1,0,2,0,0
14/06/2020,Mainz,Augsburg,0,1,A,0,1,A,,18,9,4,3,8,14,9,5,2,4,0,0
14/06/2020,Schalke 04,Leverkusen,1,1,D,0,0,D,,7,15,4,5,14,7,1,9,4,1,0,0
16/06/2020,M'gladbach,Wolfsburg,3,0,H,2,0,H,,11,12,3,2,15,17,5,3,1,4,0,0
16/06/2020,Freiburg,Hertha,2,1,H,0,0,D,,17,12,6,5,6,16,5,5,0,2,0,0
16/06/2020,Union Berlin,Paderborn,1,0,H,1,0,H,,14,10,6,2,17,16,1,5,0,0,0,0
16/06/2020,Werder Bremen,Bayern Munich,0,1,A,0,1,A,,6,13,1,4,9,13,0,10,2,3,0,1
17/06/2020,Ein Frankfurt,Schalke 04,2,1,H,1,0,H,,14,8,4,5,9,16,5,3,3,5,0,1
17/06/2020,Augsburg,Hoffenheim,1,3,A,0,0,D,,12,17,5,5,10,14,6,4,2,1,0,0
17/06/2020,Dortmund,Mainz,0,2,A,0,1,A,,15,10,5,6,14,13,7,1,6,3,0,0
17/06/2020,Leverkusen,FC Koln,3,1,H,2,0,H,,13,7,6,1,12,16,7,3,2,2,0,0
17/06/2020,RB Leipzig,Fortuna Dusseldorf,2,2,D,0,0,D,,14,12,5,2,7,7,5,2,1,0,0,0
20/06/2020,Bayern Munich,Freiburg,3,1,H,3,1,H,,23,11,8,3,13,8,8,2,0,0,0,0
20/06/2020,FC Koln,Ein Frankfurt,1,1,D,1,0,H,,4,9,2,2,8,15,5,9,1,2,0,0
20/06/2020,Fortuna Dusseldorf,Augsburg,1,1,D,1,1,D,,8,11,4,3,14,12,5,3,1,0,0,0
20/06/2020,Hertha,Leverkusen,2,0,H,1,0,H,,13,12,5,2,14,15,5,4,4,3,0,0
20/06/2020,Hoffenheim,Union Berlin,4,0,H,3,0,H,,15,5,8,1,10,15,6,4,1,3,0,0
20/06/2020,Mainz,Werder Bremen,3,1,H,2,0,H,,21,19,12,6,12,15,7,8,2,3,0,0
20/06/2020,Paderborn,M'gladbach,1,3,A,0,1,A,,11,22,1,10,11,13,3,5,4,2,1,0
20/06/2020,RB Leipzig,Dortmund,0,2,A,0,1,A,,16,11,5,7,13,7,4,1,3,3,0,0
20/06/2020,Schalke 04,Wolfsburg,1,4,A,0,1,A,,10,10,3,5,12,16,2,4,4,3,0,0
27/06/2020,Augsburg,RB Leipzig,1,2,A,0,1,A,,5,14,1,5,11,10,2,8,4,1,0,0
27/06/2020,Dortmund,Hoffenheim,0,4,A,0,2,A,,7,15,4,7,7,5,2,5,1,0,0,0
27/06/2020,Ein Frankfurt,Paderborn,3,2,H,2,0,H,,12,16,4,5,13,3,6,2,0,1,0,0
27/06/2020,Freiburg,Schalke 04,4,0,H,2,0,H,,15,21,8,5,14,5,1,5,1,0,0,0
27/06/2020,Leverkusen,Mainz,1,0,H,1,0,H,,13,6,2,1,10,10,11,4,1,1,0,0
27/06/2020,M'gladbach,Hertha,2,1,H,1,0,H,,22,4,8,2,7,15,3,3,1,2,0,0
27/06/2020,Union Berlin,Fortuna Dusseldorf,3,0,H,1,0,H,,11,25,7,4,15,6,6,10,0,1,0,0
27/06/2020,Werder Bremen,FC Koln,6,1,H,3,0,H,,18,6,9,2,22,16,7,5,1,2,0,0
27/06/2020,Wolfsburg,Bayern Munich,0,4,A,0,2,A,,11,17,4,11,13,9,3,6,3,0,1,0
18/09/2020,Bayern Munich,Schalke 04,8,0,H,3,0,H,,22,5,12,1,11,12,9,2,1,2,0,0
19/09/2020,Ein Frankfurt,Bielefeld,1,1,D,0,0,D,,18,14,6,4,14,13,14,3,2,2,0,0
19/09/2020,FC Koln,Hoffenheim,2,3,A,1,2,A,,13,13,6,7,12,13,1,6,0,0,0,0
19/09/2020,Stuttgart,Freiburg,2,3,A,0,2,A,,22,7,7,6,12,16,7,2,2,2,0,0
19/09/2020,Union Berlin,Augsburg,1,3,A,0,1,A,,13,9,3,5,9,9,8,1,2,0,0,0
19/09/2020,Werder Bremen,Hertha,1,4,A,0,2,A,,17,13,7,6,13,17,7,4,2,0,0,0
19/09/2020,Dortmund,M'gladbach,3,0,H,1,0,H,,9,8,4,2,10,9,1,3,1,1,0,0
20/09/2020,RB Leipzig,Mainz,3,1,H,2,0,H,,23,8,10,1,5,11,7,5,1,2,0,0
20/09/2020,Wolfsburg,Leverkusen,0,0,D,0,0,D,,9,6,1,2,13,12,4,4,1,2,0,0
25/09/2020,Hertha,Ein Frankfurt,1,3,A,0,2,A,,12,10,6,3,13,16,4,3,3,4,0,0
26/09/2020,Augsburg,Dortmund,2,0,H,1,0,H,,6,16,4,7,7,8,3,11,3,4,0,0
26/09/2020,Bielefeld,FC Koln,1,0,H,0,0,D,,7,12,3,2,12,15,4,7,3,3,0,0
26/09/2020,Leverkusen,RB Leipzig,1,1,D,1,1,D,,11,7,4,2,16,10,4,1,1,3,0,0
26/09/2020,Mainz,Stuttgart,1,4,A,1,1,D,,11,15,3,7,10,17,3,9,2,4,1,1
26/09/2020,M'gladbach,Union Berlin,1,1,D,0,0,D,,14,15,5,2,11,15,7,5,1,2,0,0
26/09/2020,Schalke 04,Werder Bremen,1,3,A,0,2,A,,17,17,4,8,20,14,8,3,7,2,1,0
27/09/2020,Hoffenheim,Bayern Munich,4,1,H,2,1,H,,17,14,8,2,15,11,3,5,3,2,0,0
27/09/2020,Freiburg,Wolfsburg,1,1,D,1,1,D,,21,8,7,2,10,13,9,1,0,3,0,0
02/10/2020,Union Berlin,Mainz,4,0,H,1,0,H,,13,5,7,0,13,11,4,2,1,4,0,0
03/10/2020,Dortmund,Freiburg,4,0,H,1,0,H,,16,6,7,2,8,12,3,2,1,1,0,0
03/10/2020,Ein Frankfurt,Hoffenheim,2,1,H,0,1,A,,16,11,6,4,12,8,5,7,2,3,0,0
03/10/2020,FC Koln,M'gladbach,1,3,A,0,2,A,,8,17,3,11,16,12,4,10,3,3,0,0
03/10/2020,Stuttgart,Leverkusen,1,1,D,0,1,A,,11,15,2,7,8,17,7,12,3,2,0,0
03/10/2020,Werder Bremen,Bielefeld,1,0,H,1,0,H,,7,10,2,5,12,16,2,1,2,2,0,0
03/10/2020,RB Leipzig,Schalke 04,4,0,H,3,0,H,,21,4,7,1,13,10,8,1,1,3,0,0
04/10/2020,Wolfsburg,Augsburg,0,0,D,0,0,D,,17,9,6,1,7,13,12,2,0,1,0,0
04/10/2020,Bayern Munich,Hertha,4,3,H,1,0,H,,22,9,9,5,13,19,6,1,3,3,0,0
17/10/2020,Augsburg,RB Leipzig,0,2,A,0,1,A,,6,15,2,6,9,13,5,8,0,1,0,0
17/10/2020,Freiburg,Werder Bremen,1,1,D,1,1,D,,19,14,4,4,10,14,4,4,3,3,0,0
17/10/2020,Hertha,Stuttgart,0,2,A,0,1,A,,16,7,4,2,14,10,6,4,2,2,0,0
17/10/2020,Hoffenheim,Dortmund,0,1,A,0,0,D,,8,15,3,5,13,11,4,6,1,1,0,0
17/10/2020,Mainz,Leverkusen,0,1,A,0,1,A,,5,9,0,4,12,6,6,2,3,1,0,0
17/10/2020,Bielefeld,Bayern Munich,1,4,A,0,3,A,,11,16,5,10,6,6,6,10,1,0,0,1
17/10/2020,M'gladbach,Wolfsburg,1,1,D,0,0,D,,13,14,2,5,14,13,5,4,2,2,0,0
18/10/2020,FC Koln,Ein Frankfurt,1,1,D,0,1,A,,9,16,5,4,19,18,2,8,3,2,0,0
18/10/2020,Schalke 04,Union Berlin,1,1,D,0,0,D,,8,13,4,7,7,13,5,7,3,1,0,0
23/10/2020,Stuttgart,FC Koln,1,1,D,1,1,D,,9,14,4,4,11,13,3,5,2,5,0,0
24/10/2020,Bayern Munich,Ein Frankfurt,5,0,H,2,0,H,,20,9,10,2,11,12,10,2,3,0,0,0
24/10/2020,Mainz,M'gladbach,2,3,A,2,1,H,,15,21,7,12,18,11,3,7,5,3,0,0
24/10/2020,RB Leipzig,Hertha,2,1,H,1,1,D,,29,11,8,3,10,20,7,3,1,4,0,1
24/10/2020,Union Berlin,Freiburg,1,1,D,1,1,D,,22,8,7,4,9,14,4,2,1,4,0,0
24/10/2020,Dortmund,Schalke 04,3,0,H,0,0,D,,17,3,7,0,5,15,7,2,0,1,0,0
25/10/2020,Wolfsburg,Bielefeld,2,1,H,2,0,H,,14,8,4,1,12,10,4,3,2,1,0,0
25/10/2020,Werder Bremen,Hoffenheim,1,1,D,1,1,D,,5,15,2,6,10,20,1,4,2,2,0,0
26/10/2020,Leverkusen,Augsburg,3,1,H,1,0,H,,15,7,7,3,14,8,3,3,1,2,0,0
30/10/2020,Schalke 04,Stuttgart,1,1,D,1,0,H,,9,19,2,5,11,14,3,4,2,2,0,0
31/10/2020,Augsburg,Mainz,3,1,H,1,0,H,,14,8,7,4,12,10,4,1,5,1,0,0
31/10/2020,Bielefeld,Dortmund,0,2,A,0,0,D,,5,21,2,10,12,13,0,12,1,1,0,0
31/10/2020,Ein Frankfurt,Werder Bremen,1,1,D,0,0,D,,14,9,5,4,12,14,5,3,1,3,0,0
31/10/2020,FC Koln,Bayern Munich,1,2,A,0,2,A,,9,7,2,5,12,13,5,1,1,2,0,0
31/10/2020,M'gladbach,RB Leipzig,1,0,H,0,0,D,,5,15,4,3,13,17,2,4,2,4,0,0
01/11/2020,Freiburg,Leverkusen,2,4,A,1,2,A,,8,18,5,7,10,11,4,6,2,2,0,0
01/11/2020,Hertha,Wolfsburg,1,1,D,1,1,D,,18,11,5,4,8,15,8,6,3,1,0,0
02/11/2020,Hoffenheim,Union Berlin,1,3,A,0,0,D,,10,9,5,6,19,13,3,6,1,2,1,0
06/11/2020,Werder Bremen,FC Koln,1,1,D,0,0,D,,18,8,4,1,20,20,1,3,2,2,0,0
07/11/2020,Augsburg,Hertha,0,3,A,0,1,A,,10,12,2,6,12,10,2,6,3,0,0,0
07/11/2020,Mainz,Schalke 04,2,2,D,2,1,H,,14,22,7,3,19,13,4,9,1,1,0,0
07/11/2020,RB Leipzig,Freiburg,3,0,H,1,0,H,,15,8,7,3,14,14,3,4,2,3,0,0
07/11/2020,Stuttgart,Ein Frankfurt,2,2,D,2,0,H,,16,15,5,8,14,16,10,8,2,4,0,0
07/11/2020,Union Berlin,Bielefeld,5,0,H,3,0,H,,9,5,8,1,17,9,5,1,0,1,0,0
07/11/2020,Dortmund,Bayern Munich,2,3,A,1,1,D,,15,16,5,8,15,7,4,3,2,2,0,0
08/11/2020,Wolfsburg,Hoffenheim,2,1,H,2,0,H,,14,17,8,5,15,14,3,7,1,3,0,0
08/11/2020,Leverkusen,M'gladbach,4,3,H,2,2,D,,15,15,5,6,15,12,6,2,4,2,0,0
21/11/2020,Bayern Munich,Werder Bremen,1,1,D,0,1,A,,15,9,3,4,10,10,7,3,1,3,0,0
21/11/2020,Bielefeld,Leverkusen,1,2,A,0,1,A,,1,10,1,4,6,10,0,10,0,1,0,0
21/11/2020,Hoffenheim,Stuttgart,3,3,D,1,2,A,,13,20,8,9,15,18,3,4,3,2,0,0
21/11/2020,M'gladbach,Augsburg,1,1,D,1,0,H,,15,10,6,5,7,12,2,1,1,4,0,1
21/11/2020,Schalke 04,Wolfsburg,0,2,A,0,2,A,,13,19,6,8,12,11,6,4,0,1,0,0
21/11/2020,Ein Frankfurt,RB Leipzig,1,1,D,1,0,H,,8,10,3,3,18,12,5,6,3,2,0,0
21/11/2020,Hertha,Dortmund,2,5,A,1,0,H,,9,15,3,8,12,17,4,3,1,1,0,0
22/11/2020,Freiburg,Mainz,1,3,A,0,3,A,,19,22,6,8,6,12,9,4,0,1,0,0
22/11/2020,FC Koln,Union Berlin,1,2,A,1,1,D,,10,10,4,3,12,15,5,4,1,2,0,0
27/11/2020,Wolfsburg,Werder Bremen,5,3,H,3,2,H,,12,5,6,4,12,12,0,5,2,3,0,1
28/11/2020,Augsburg,Freiburg,1,1,D,0,0,D,,10,10,2,5,15,8,4,1,3,1,0,0
28/11/2020,Dortmund,FC Koln,1,2,A,0,1,A,,14,7,4,5,11,10,6,2,1,2,0,0
28/11/2020,RB Leipzig,Bielefeld,2,1,H,1,0,H,,15,13,7,3,13,15,6,7,2,2,0,0
28/11/2020,Stuttgart,Bayern Munich,1,3,A,1,2,A,,15,14,4,6,11,13,4,3,0,0,0,0
28/11/2020,Union Berlin,Ein Frankfurt,3,3,D,2,2,D,,15,12,7,5,12,16,4,5,2,3,0,0
28/11/2020,M'gladbach,Schalke 04,4,1,H,2,1,H,,19,13,9,2,8,14,5,4,2,3,0,0
29/11/2020,Leverkusen,Hertha,0,0,D,0,0,D,,14,5,2,3,16,19,6,1,2,1,0,0
29/11/2020,Mainz,Hoffenheim,1,1,D,1,0,H,,10,9,4,5,16,10,11,5,0,0,0,1
04/12/2020,Hertha,Union Berlin,3,1,H,0,1,A,,10,4,7,1,15,9,9,2,1,3,0,1
05/12/2020,Bielefeld,Mainz,2,1,H,2,0,H,,11,15,5,5,16,18,2,3,3,2,0,0
05/12/2020,Ein Frankfurt,Dortmund,1,1,D,1,0,H,,9,16,1,5,14,6,6,5,6,1,0,0
05/12/2020,FC Koln,Wolfsburg,2,2,D,2,1,H,,6,16,3,6,12,11,3,8,0,1,0,0
05/12/2020,Freiburg,M'gladbach,2,2,D,1,1,D,,22,11,7,4,12,19,5,5,1,2,0,0
05/12/2020,Bayern Munich,RB Leipzig,3,3,D,2,2,D,,10,8,6,4,5,8,10,2,0,1,0,0
06/12/2020,Werder Bremen,Stuttgart,1,2,A,0,1,A,,14,11,4,7,10,15,2,4,4,4,0,0
06/12/2020,Schalke 04,Leverkusen,0,3,A,0,1,A,,13,24,4,9,17,11,2,8,2,3,0,0
07/12/2020,Hoffenheim,Augsburg,3,1,H,1,1,D,,10,13,7,3,15,9,4,3,0,1,0,0
11/12/2020,Wolfsburg,Ein Frankfurt,2,1,H,0,0,D,,16,7,8,4,10,12,8,1,5,2,0,0
12/12/2020,Dortmund,Stuttgart,1,5,A,1,1,D,,12,18,4,10,11,13,8,2,2,3,0,0
12/12/2020,Freiburg,Bielefeld,2,0,H,0,0,D,,16,5,7,1,16,13,5,4,3,0,0,0
12/12/2020,Mainz,FC Koln,0,1,A,0,0,D,,15,9,4,6,15,11,5,3,4,4,0,1
12/12/2020,M'gladbach,Hertha,1,1,D,0,0,D,,17,9,4,3,9,18,13,2,3,2,0,0
12/12/2020,RB Leipzig,Werder Bremen,2,0,H,2,0,H,,15,7,7,2,17,12,1,6,3,1,0,0
12/12/2020,Union Berlin,Bayern Munich,1,1,D,1,0,H,,13,15,6,5,17,8,4,7,3,2,0,0
13/12/2020,Augsburg,Schalke 04,2,2,D,1,0,H,,8,15,4,4,17,13,2,3,3,4,1,0
13/12/2020,Leverkusen,Hoffenheim,4,1,H,2,0,H,,13,11,8,4,12,13,6,5,3,6,0,2
15/12/2020,Ein Frankfurt,M'gladbach,3,3,D,3,1,H,,11,8,4,4,18,15,4,5,6,4,1,0
15/12/2020,Hertha,Mainz,0,0,D,0,0,D,,9,5,0,0,17,11,5,4,3,1,0,0
15/12/2020,Stuttgart,Union Berlin,2,2,D,0,1,A,,13,15,6,6,15,14,2,3,3,3,0,0
15/12/2020,Werder Bremen,Dortmund,1,2,A,1,1,D,,7,15,3,9,10,13,4,4,3,2,0,0
16/12/2020,Schalke 04,Freiburg,0,2,A,0,0,D,,10,11,2,5,15,9,2,3,2,1,0,0
16/12/2020,Bayern Munich,Wolfsburg,2,1,H,1,1,D,,13,17,2,7,14,16,7,7,3,1,0,0
16/12/2020,Bielefeld,Augsburg,0,1,A,0,0,D,,12,8,2,2,14,15,1,3,1,2,0,0
16/12/2020,FC Koln,Leverkusen,0,4,A,0,2,A,,7,14,1,7,12,12,2,6,1,1,0,0
16/12/2020,Hoffenheim,RB Leipzig,0,1,A,0,0,D,,7,4,3,3,16,14,5,5,2,0,0,0
18/12/2020,Union Berlin,Dortmund,2,1,H,0,0,D,,12,16,5,4,9,7,8,6,1,1,0,0
19/12/2020,Augsburg,Ein Frankfurt,0,2,A,0,0,D,,15,15,4,6,9,10,2,4,1,4,0,0
19/12/2020,Mainz,Werder Bremen,0,1,A,0,0,D,,9,13,1,7,15,11,2,5,2,2,0,0
19/12/2020,M'gladbach,Hoffenheim,1,2,A,1,0,H,,15,14,5,5,13,22,3,3,1,3,1,0
19/12/2020,RB Leipzig,FC Koln,0,0,D,0,0,D,,14,4,6,1,11,8,8,2,1,0,0,0
19/12/2020,Schalke 04,Bielefeld,0,1,A,0,0,D,,11,8,5,3,17,19,1,6,6,5,0,0
19/12/2020,Leverkusen,Bayern Munich,1,2,A,1,1,D,,8,14,3,3,13,6,5,7,1,1,0,0
20/12/2020,Freiburg,Hertha,4,1,H,1,0,H,,17,10,9,3,9,16,7,3,0,0,0,0
20/12/2020,Wolfsburg,Stuttgart,1,0,H,0,0,D,,13,9,4,1,15,7,4,6,2,3,0,0
02/01/2021,Bielefeld,M'gladbach,0,1,A,0,0,D,,7,22,0,7,8,7,3,14,2,1,0,0
02/01/2021,Ein Frankfurt,Leverkusen,2,1,H,1,1,D,,10,10,4,2,9,6,2,7,0,0,0,0
02/01/2021,FC Koln,Augsburg,0,1,A,0,0,D,,12,11,2,4,20,12,8,3,2,3,0,0
02/01/2021,Hoffenheim,Freiburg,1,3,A,0,3,A,,13,7,6,4,14,22,8,3,2,2,0,0
02/01/2021,Werder Bremen,Union Berlin,0,2,A,0,2,A,,10,9,2,2,15,14,6,5,2,4,0,0
02/01/2021,Hertha,Schalke 04,3,0,H,1,0,H,,20,10,10,4,11,18,9,5,2,2,0,0
02/01/2021,Stuttgart,RB Leipzig,0,1,A,0,0,D,,10,22,1,9,10,10,3,6,2,1,0,0
03/01/2021,Dortmund,Wolfsburg,2,0,H,0,0,D,,14,22,7,5,9,12,10,5,3,1,0,0
03/01/2021,Bayern Munich,Mainz,5,2,H,0,2,A,,19,12,12,7,11,9,10,2,2,1,0,0
08/01/2021,M'gladbach,Bayern Munich,3,2,H,2,2,D,,8,15,4,4,9,11,3,8,1,1,0,0
09/01/2021,Freiburg,FC Koln,5,0,H,2,0,H,,12,5,6,2,14,10,1,3,0,0,0,0
09/01/2021,Leverkusen,Werder Bremen,1,1,D,0,0,D,,12,3,3,1,22,13,3,1,2,2,0,0
09/01/2021,Mainz,Ein Frankfurt,0,2,A,0,1,A,,8,15,0,7,17,15,3,7,2,1,0,0
09/01/2021,Schalke 04,Hoffenheim,4,0,H,1,0,H,,12,18,5,5,14,13,5,4,2,4,0,0
09/01/2021,Union Berlin,Wolfsburg,2,2,D,1,1,D,,13,11,6,5,16,13,5,3,3,1,0,1
09/01/2021,RB Leipzig,Dortmund,1,3,A,0,0,D,,12,15,4,7,8,12,3,3,0,2,0,0
10/01/2021,Augsburg,Stuttgart,1,4,A,0,2,A,,14,27,4,11,7,12,4,11,3,2,1,0
10/01/2021,Bielefeld,Hertha,1,0,H,0,0,D,,12,10,2,6,8,18,8,3,1,1,0,0
15/01/2021,Union Berlin,Leverkusen,1,0,H,0,0,D,,10,12,2,4,9,10,2,3,1,2,0,0
16/01/2021,Dortmund,Mainz,1,1,D,0,0,D,,17,8,7,3,10,19,1,2,1,2,0,0
16/01/2021,FC Koln,Hertha,0,0,D,0,0,D,,8,14,2,3,13,19,5,4,2,3,0,0
16/01/2021,Hoffenheim,Bielefeld,0,0,D,0,0,D,,11,8,5,2,9,21,5,3,1,1,0,0
16/01/2021,Werder Bremen,Augsburg,2,0,H,0,0,D,,10,6,5,2,10,18,4,4,0,1,0,0
16/01/2021,Wolfsburg,RB Leipzig,2,2,D,2,1,H,,8,13,2,9,16,9,6,6,4,3,0,0
16/01/2021,Stuttgart,M'gladbach,2,2,D,0,1,A,,19,8,7,5,11,20,5,2,2,3,0,0
17/01/2021,Bayern Munich,Freiburg,2,1,H,1,0,H,,25,8,9,3,4,14,14,3,1,2,0,0
17/01/2021,Ein Frankfurt,Schalke 04,3,1,H,1,1,D,,20,5,11,1,8,10,8,2,0,1,0,0
19/01/2021,M'gladbach,Werder Bremen,1,0,H,0,0,D,,11,11,6,2,15,11,7,5,2,2,0,0
19/01/2021,Hertha,Hoffenheim,0,3,A,0,1,A,,13,11,2,6,16,16,3,2,1,1,0,0
19/01/2021,Leverkusen,Dortmund,2,1,H,1,0,H,,23,15,13,3,13,8,6,5,2,2,0,0
19/01/2021,Mainz,Wolfsburg,0,2,A,0,0,D,,8,8,0,2,17,15,2,5,1,2,0,0
20/01/2021,Schalke 04,FC Koln,1,2,A,0,1,A,,15,12,8,4,7,11,5,8,2,1,0,0
20/01/2021,Augsburg,Bayern Munich,0,1,A,0,1,A,,9,17,0,4,15,11,5,7,2,0,0,0
20/01/2021,Bielefeld,Stuttgart,3,0,H,1,0,H,,9,11,3,3,9,9,2,6,1,0,0,0
20/01/2021,Freiburg,Ein Frankfurt,2,2,D,1,1,D,,11,17,4,4,10,15,4,5,3,3,0,0
20/01/2021,RB Leipzig,Union Berlin,1,0,H,0,0,D,,15,4,5,1,6,11,5,1,1,1,0,0
22/01/2021,M'gladbach,Dortmund,4,2,H,2,2,D,,10,16,7,7,9,9,3,7,1,0,0,0
23/01/2021,Augsburg,Union Berlin,2,1,H,1,1,D,,8,9,4,5,13,21,2,3,3,1,0,0
23/01/2021,Bielefeld,Ein Frankfurt,1,5,A,1,3,A,,8,15,4,8,14,22,0,8,2,2,0,0
23/01/2021,Freiburg,Stuttgart,2,1,H,2,1,H,,9,27,4,11,20,12,3,5,2,0,0,0
23/01/2021,Leverkusen,Wolfsburg,0,1,A,0,1,A,,10,8,4,4,13,7,6,2,1,1,0,0
23/01/2021,Mainz,RB Leipzig,3,2,H,2,2,D,,10,12,4,5,13,16,3,9,2,4,0,0
23/01/2021,Hertha,Werder Bremen,1,4,A,1,2,A,,18,7,10,5,16,12,7,1,2,3,0,0
24/01/2021,Schalke 04,Bayern Munich,0,4,A,0,1,A,,14,32,4,14,5,9,3,7,1,1,0,0
24/01/2021,Hoffenheim,FC Koln,3,0,H,2,0,H,,13,13,4,4,8,13,6,9,2,3,0,0
29/01/2021,Stuttgart,Mainz,2,0,H,0,0,D,,9,10,3,2,9,20,2,4,1,4,0,0
30/01/2021,Bayern Munich,Hoffenheim,4,1,H,2,1,H,,15,15,9,5,10,8,10,4,1,0,0,0
30/01/2021,Dortmund,Augsburg,3,1,H,1,1,D,,14,5,5,1,12,11,10,1,0,1,0,0
30/01/2021,Ein Frankfurt,Hertha,3,1,H,0,0,D,,17,11,8,4,17,14,4,7,1,4,0,0
30/01/2021,Union Berlin,M'gladbach,1,1,D,1,0,H,,13,12,3,4,12,13,2,9,1,3,0,0
30/01/2021,Werder Bremen,Schalke 04,1,1,D,0,1,A,,15,6,6,1,11,20,6,1,0,4,0,0
30/01/2021,RB Leipzig,Leverkusen,1,0,H,0,0,D,,16,8,2,4,11,15,6,6,2,2,0,0
